,File Name with extension,File Name,Term,Span,Class
539,sentence_293,sentence_293.txt,dry mouth,"( 57,66)",Signs and Symptoms
1219,sentence_2190,sentence_2190.txt,necrotizing keratoscleritis,"( 27,54)",Associated Conditions
1347,sentence_2298,sentence_2298.txt,RTA,"( 111,114)",Associated Conditions
378,sentence_1789,sentence_1789.txt,Schirmer's,"( 25,35)",Diagnostic Tests
655,sentence_5,sentence_5.txt,DED,"( 97,100)",Signs and Symptoms
462,sentence_1974,sentence_1974.txt,salivary glands scintigraphy,"( 84,112)",Diagnostic Tests
1351,sentence_2300,sentence_2300.txt,lymphoma,"( 214,222)",Associated Conditions
1681,sentence_2506,sentence_2506.txt,woman,"( 33,38)",Risk Factors
108,sentence_1171,sentence_1171.txt,Women,"( 13,18)",Risk Factors
927,sentence_2004,sentence_2004.txt,SchirmerI test,"( 75,89)",Diagnostic Tests
961,sentence_2021,sentence_2021.txt,ROI DWI,"( 20,27)",Diagnostic Tests
1380,sentence_2313,sentence_2313.txt,dyspnea,"( 78,85)",Signs and Symptoms
67,sentence_1084,sentence_1084.txt,ILD.,"( 116,120)",Associated Conditions
158,sentence_1325,sentence_1325.txt,leukocytopenia,"( 36,50)",Signs and Symptoms
612,sentence_394,sentence_394.txt,inflammation,"( 165,177)",Signs and Symptoms
1346,sentence_2297,sentence_2297.txt,Renal tubular dysfunction,"( 0,25)",Associated Conditions
1569,sentence_2429,sentence_2429.txt,women,"( 59,64)",Risk Factors
687,sentence_552,sentence_552.txt,anti-Ro/La,"( 46,56)",Diagnostic Tests
1542,sentence_2409,sentence_2409.txt,anti-La/SSB,"( 59,70)",Diagnostic Tests
1030,sentence_2060,sentence_2060.txt,RA.,"( 120,123)",Associated Conditions
656,sentence_500,sentence_500.txt,lymphoma,"( 46,54)",Associated Conditions
1588,sentence_2445,sentence_2445.txt,xerostomia,"( 79,89)",Signs and Symptoms
1803,sentence_2632,sentence_2632.txt,GERD,"( 112,116)",Associated Conditions
1170,sentence_2131,sentence_2131.txt,"the EULAR Sjgren's Syndrome Patients Reported Index (ESSPRI), and the EULAR Sjgren's Syndrome Disease Activity Index (ESSDAI)","( 158,283)",Diagnostic Tests
151,sentence_1287,sentence_1287.txt,neutropenia,"( 58,69)",Signs and Symptoms
895,sentence_911,sentence_911.txt,salivary gland ultrasonography,"( 176,206)",Diagnostic Tests
583,sentence_365,sentence_365.txt,vaginal dryness,"( 180,195)",Signs and Symptoms
433,sentence_1913,sentence_1913.txt,sialendoscopy,"( 59,72)",Diagnostic Tests
913,sentence_977,sentence_977.txt,lymphoma,"( 121,129)",Associated Conditions
669,sentence_519,sentence_519.txt,atherosclerosis.,"( 82,98)",Associated Conditions
2,sentence_1,sentence_1.txt,keratoconjunctivitis sicca,"( 56,82)",Signs and Symptoms
1299,sentence_2256,sentence_2256.txt,fatigue,"( 140,147)",Signs and Symptoms
464,sentence_198,sentence_198.txt,anti-SSA,"( 69,77)",Diagnostic Tests
1114,sentence_2112,sentence_2112.txt,CXCL13,"( 48,54)",Diagnostic Tests
1398,sentence_2320,sentence_2320.txt,periungual erythema,"( 48,67)",Signs and Symptoms
943,sentence_2009,sentence_2009.txt,xerostomia,"( 93,103)",Signs and Symptoms
1568,sentence_2426,sentence_2426.txt,MSGB,"( 4,8)",Diagnostic Tests
1701,sentence_2526,sentence_2526.txt,vasculitides,"( 28,40)",Associated Conditions
971,sentence_2028,sentence_2028.txt,bronchiectasis,"( 14,28)",Associated Conditions
809,sentence_714,sentence_714.txt,DED,"( 20,23)",Signs and Symptoms
502,sentence_26,sentence_26.txt,emaciated,"( 19,28)",Signs and Symptoms
1505,sentence_2393,sentence_2393.txt,female,"( 16,22)",Risk Factors
1741,sentence_2553,sentence_2553.txt,sialography,"( 102,113)",Diagnostic Tests
275,sentence_1599,sentence_1599.txt,xerostomia,"( 91,101)",Signs and Symptoms
1452,sentence_2353,sentence_2353.txt,positive Ro antibodies.,"( 48,71)",Diagnostic Tests
237,sentence_146,sentence_146.txt,cough,"( 129,134)",Signs and Symptoms
191,sentence_1391,sentence_1391.txt,musculoskeletal pain,"( 69,89)",Signs and Symptoms
1703,sentence_2530,sentence_2530.txt,without anti-Ro.,"( 122,138)",Diagnostic Tests
884,sentence_89,sentence_89.txt,dry eye,"( 106,113)",Signs and Symptoms
867,sentence_863,sentence_863.txt,dry eye,"( 117,124)",Signs and Symptoms
892,sentence_907,sentence_907.txt,dryness,"( 24,31)",Signs and Symptoms
1432,sentence_2346,sentence_2346.txt,dental caries,"( 34,47)",Signs and Symptoms
72,sentence_1086,sentence_1086.txt,xerostomia,"( 35,45)",Signs and Symptoms
1775,sentence_2598,sentence_2598.txt,progressive weakness,"( 54,74)",Signs and Symptoms
1801,sentence_2631,sentence_2631.txt,GERD,"( 8,12)",Associated Conditions
897,sentence_916,sentence_916.txt,ultrasonographic,"( 98,114)",Diagnostic Tests
928,sentence_2004,sentence_2004.txt,SchirmerI test,"( 75,89)",Diagnostic Tests
468,sentence_2,sentence_2.txt,dry eyes,"( 54,62)",Signs and Symptoms
723,sentence_619,sentence_619.txt,sicca,"( 48,53)",Signs and Symptoms
1830,sentence_2684,sentence_2684.txt,lymphocytic infiltration,"( 43,67)",Diagnostic Tests
216,sentence_1428,sentence_1428.txt,ultrasonography,"( 292,307)",Diagnostic Tests
183,sentence_1368,sentence_1368.txt,biopsies,"( 80,88)",Signs and Symptoms
644,sentence_483,sentence_483.txt,hypocomplementemia,"( 154,172)",Signs and Symptoms
752,sentence_665,sentence_665.txt,salivary scintigraphy,"( 89,110)",Diagnostic Tests
1112,sentence_2111,sentence_2111.txt,increasing CCL21 levels.,"( 103,127)",Diagnostic Tests
605,sentence_394,sentence_394.txt,hyposialia,"( 44,54)",Signs and Symptoms
1207,sentence_2181,sentence_2181.txt,rheumatic diseases,"( 11,29)",Associated Conditions
1411,sentence_2325,sentence_2325.txt,sialoscintigraphy,"( 25,42)",Diagnostic Tests
1492,sentence_2385,sentence_2385.txt,anti-La,"( 60,67)",Diagnostic Tests
1078,sentence_2093,sentence_2093.txt,xerophthalmia,"( 39,52)",Signs and Symptoms
94,sentence_1146,sentence_1146.txt,women,"( 18,23)",Risk Factors
562,sentence_347,sentence_347.txt,dry eye,"( 43,50)",Signs and Symptoms
96,sentence_115,sentence_115.txt,xerophthalmia,"( 85,98)",Signs and Symptoms
370,sentence_1760,sentence_1760.txt,ocular and oral dryness.,"( 54,78)",Signs and Symptoms
155,sentence_1310,sentence_1310.txt,Schirmer test,"( 76,89)",Diagnostic Tests
1819,sentence_2644,sentence_2644.txt,skin vasculitis,"( 54,69)",Signs and Symptoms
139,sentence_1251,sentence_1251.txt,anti-Ro,"( 272,279)",Diagnostic Tests
1756,sentence_2576,sentence_2576.txt,multiple mononeuropathy,"( 79,102)",Signs and Symptoms
1290,sentence_2247,sentence_2247.txt,asthenia,"( 69,77)",Signs and Symptoms
635,sentence_456,sentence_456.txt,salivary gland histology,"( 90,114)",Diagnostic Tests
26,sentence_1023,sentence_1023.txt,polyneuropathy,"( 174,188)",Signs and Symptoms
1152,sentence_2125,sentence_2125.txt,musculoskeletal pain.,"( 312,333)",Signs and Symptoms
623,sentence_416,sentence_416.txt,rheumatoid arthritis.,"( 95,116)",Associated Conditions
377,sentence_1787,sentence_1787.txt,dry eye.,"( 104,112)",Signs and Symptoms
431,sentence_1913,sentence_1913.txt,oral dryness,"( 212,224)",Signs and Symptoms
607,sentence_394,sentence_394.txt,tooth decay,"( 83,94)",Signs and Symptoms
21,sentence_1023,sentence_1023.txt,Dry mouth,"( 0,9)",Signs and Symptoms
487,sentence_238,sentence_238.txt,female,"( 103,109)",Risk Factors
366,sentence_1741,sentence_1741.txt,salivary gland ultrasonography,"( 22,52)",Diagnostic Tests
1160,sentence_2127,sentence_2127.txt,dryness,"( 126,133)",Signs and Symptoms
1406,sentence_2323,sentence_2323.txt,dry eye,"( 31,38)",Signs and Symptoms
969,sentence_2026,sentence_2026.txt,mean age of 64 years,"( 224,244)",Risk Factors
1799,sentence_2631,sentence_2631.txt,GERD,"( 8,12)",Associated Conditions
5,sentence_1000,sentence_1000.txt,systemic lupus erythematosus,"( 122,150)",Associated Conditions
1350,sentence_2299,sentence_2299.txt,non-Hodgkin's lymphoma (NHL),"( 160,188)",Associated Conditions
388,sentence_1828,sentence_1828.txt,xerostomia,"( 18,28)",Signs and Symptoms
778,sentence_681,sentence_681.txt,sialography,"( 202,213)",Diagnostic Tests
314,sentence_1668,sentence_1668.txt,SLE,"( 0,3)",Associated Conditions
196,sentence_1408,sentence_1408.txt,polyarthritis,"( 28,41)",Associated Conditions
231,sentence_1452,sentence_1452.txt,scintigraphy,"( 43,55)",Diagnostic Tests
1145,sentence_2125,sentence_2125.txt,dry mouth,"( 231,240)",Signs and Symptoms
1528,sentence_2405,sentence_2405.txt,optic neuropathy.,"( 112,129)",Associated Conditions
15,sentence_1016,sentence_1016.txt,Schirmer's test,"( 77,92)",Diagnostic Tests
1038,sentence_2068,sentence_2068.txt,lymphocytic infiltration of salivary and lacrimal glands.,"( 69,126)",Diagnostic Tests
568,sentence_354,sentence_354.txt,dry eyes/mouth/skin/nose/throat/vagina,"( 29,67)",Signs and Symptoms
912,sentence_960,sentence_960.txt,TTP,"( 9,12)",Associated Conditions
1552,sentence_2410,sentence_2410.txt,dry eyes,"( 103,112)",Signs and Symptoms
1454,sentence_2353,sentence_2353.txt,antinuclear antibodies titre,"( 4,32)",Diagnostic Tests
1136,sentence_2118,sentence_2118.txt,and low CH50,"( 281,294)",Diagnostic Tests
1356,sentence_2302,sentence_2302.txt,systemic lupus erythematosus,"( 103,131)",Associated Conditions
230,sentence_1451,sentence_1451.txt,xerostomia.,"( 163,174)",Signs and Symptoms
1431,sentence_2346,sentence_2346.txt,xerostomia,"( 49,59)",Signs and Symptoms
1383,sentence_2318,sentence_2318.txt,dermatomyositis (DM),"( 29,49)",Associated Conditions
838,sentence_78,sentence_78.txt,lymphoma.,"( 57,66)",Associated Conditions
613,sentence_397,sentence_397.txt,systemic lupus erythematosus,"( 9,37)",Associated Conditions
1751,sentence_2576,sentence_2576.txt,polyneuropathy,"( 39,53)",Signs and Symptoms
1222,sentence_2194,sentence_2194.txt,recurrent parotitis,"( 124,143)",Signs and Symptoms
501,sentence_259,sentence_259.txt,DED,"( 31,34)",Signs and Symptoms
1372,sentence_2310,sentence_2310.txt,dry eyes,"( 67,75)",Signs and Symptoms
866,sentence_859,sentence_859.txt,tear protein analysis,"( 237,258)",Diagnostic Tests
589,sentence_368,sentence_368.txt,SS-A/Ro,"( 99,106)",Diagnostic Tests
1002,sentence_2041,sentence_2041.txt,aberrant expression pattern of EpCAM,"( 39,75)",Diagnostic Tests
1014,sentence_2053,sentence_2053.txt,Plummer-Vinson syndrome,"( 21,44)",Associated Conditions
456,sentence_1962,sentence_1962.txt,parotid gland swelling,"( 86,108)",Signs and Symptoms
1139,sentence_2123,sentence_2123.txt,lymphoma,"( 186,194)",Associated Conditions
602,sentence_39,sentence_39.txt,dry mouth,"( 4,13)",Signs and Symptoms
1752,sentence_2576,sentence_2576.txt,cranial neuropathy,"( 55,73)",Signs and Symptoms
46,sentence_1045,sentence_1045.txt,sialography,"( 99,110)",Diagnostic Tests
733,sentence_65,sentence_65.txt,keratitis,"( 138,147)",Signs and Symptoms
1687,sentence_2508,sentence_2508.txt,minor salivary gland biopsy.,"( 132,160)",Diagnostic Tests
834,sentence_769,sentence_769.txt,ultrasonography,"( 126,141)",Diagnostic Tests
1567,sentence_2422,sentence_2422.txt,MSGB,"( 63,67)",Diagnostic Tests
1144,sentence_2125,sentence_2125.txt,dry eye,"( 219,226)",Signs and Symptoms
1838,sentence_2687,sentence_2687.txt,B cell lymphoma,"( 171,186)",Associated Conditions
294,sentence_1638,sentence_1638.txt,ocular dryness,"( 36,50)",Signs and Symptoms
159,sentence_1329,sentence_1329.txt,dry eye,"( 133,140)",Signs and Symptoms
1040,sentence_2070,sentence_2070.txt,dryness of the mouth and eyes,"( 49,78)",Signs and Symptoms
1064,sentence_2088,sentence_2088.txt,ARFI high-resolution ultrasound assessment,"( 23,65)",Diagnostic Tests
1054,sentence_2076,sentence_2076.txt,Raynaud's phenomenon,"( 173,193)",Associated Conditions
1668,sentence_2489,sentence_2489.txt,sicca syndrome,"( 84,98)",Signs and Symptoms
520,sentence_270,sentence_270.txt,ages of 30 and 50.,"( 30,48)",Risk Factors
16,sentence_1016,sentence_1016.txt,Rose Bengal test,"( 97,113)",Diagnostic Tests
1739,sentence_2552,sentence_2552.txt,sialography,"( 78,89)",Diagnostic Tests
461,sentence_1969,sentence_1969.txt,hypokalaemia,"( 98,110)",Signs and Symptoms
547,sentence_301,sentence_301.txt,anti SSA (Ro) antibodies,"( 83,107)",Diagnostic Tests
1724,sentence_2548,sentence_2548.txt,submandibular US.,"( 110,127)",Diagnostic Tests
389,sentence_1828,sentence_1828.txt,xerophthalmia,"( 30,43)",Signs and Symptoms
1244,sentence_2201,sentence_2201.txt,Salivary glands Ultrasound,"( 0,26)",Diagnostic Tests
1670,sentence_2490,sentence_2490.txt,sarcoidosis,"( 92,103)",Associated Conditions
1079,sentence_2096,sentence_2096.txt,HPP,"( 65,68)",Associated Conditions
712,sentence_610,sentence_610.txt,Unstimulated Whole Salivary Flow Rate,"( 291,328)",Diagnostic Tests
116,sentence_119,sentence_119.txt,osteomalacia.,"( 98,111)",Associated Conditions
989,sentence_2032,sentence_2032.txt,intracellular domain (EpICD),"( 209,237)",Diagnostic Tests
933,sentence_2005,sentence_2005.txt,SS-A,"( 0,4)",Diagnostic Tests
1715,sentence_2545,sentence_2545.txt,parotid,"( 33,40)",Diagnostic Tests
981,sentence_2031,sentence_2031.txt,bronchiectasis,"( 42,56)",Associated Conditions
1377,sentence_2311,sentence_2311.txt,elevated serum immunoglobulin levels,"( 38,74)",Diagnostic Tests
599,sentence_377,sentence_377.txt,perimenopausal,"( 131,145)",Risk Factors
630,sentence_434,sentence_434.txt,Interstitial lung disease,"( 0,25)",Associated Conditions
1839,sentence_2688,sentence_2688.txt,sicca symptoms,"( 13,27)",Signs and Symptoms
579,sentence_365,sentence_365.txt,dry mouth,"( 51,60)",Signs and Symptoms
214,sentence_1423,sentence_1423.txt,limb pain,"( 69,78)",Signs and Symptoms
52,sentence_1069,sentence_1069.txt,antigen B (SS-B,"( 156,171)",Diagnostic Tests
1779,sentence_2600,sentence_2600.txt,hypokalemic paralysis,"( 92,113)",Associated Conditions
1817,sentence_2644,sentence_2644.txt,skin vasculitis,"( 54,69)",Signs and Symptoms
1691,sentence_2510,sentence_2510.txt,localized amyloidosis,"( 106,127)",Associated Conditions
950,sentence_2011,sentence_2011.txt,parotid gland DWI,"( 25,42)",Diagnostic Tests
327,sentence_1681,sentence_1681.txt,Depression,"( 250,260)",Signs and Symptoms
804,sentence_710,sentence_710.txt,DED,"( 77,80)",Signs and Symptoms
1235,sentence_2197,sentence_2197.txt,anti-SSA/Ro and anti-SSB/La.,"( 81,109)",Diagnostic Tests
664,sentence_507,sentence_507.txt,systemic lupus erythematosus,"( 28,56)",Associated Conditions
1766,sentence_2585,sentence_2585.txt,dry eye.,"( 76,84)",Signs and Symptoms
854,sentence_828,sentence_828.txt,cough,"( 261,266)",Signs and Symptoms
1576,sentence_2433,sentence_2433.txt,MSGB,"( 16,20)",Diagnostic Tests
1829,sentence_2684,sentence_2684.txt,lymphocytic infiltration,"( 43,67)",Associated Conditions
1374,sentence_2310,sentence_2310.txt,dry eyes,"( 67,75)",Signs and Symptoms
500,sentence_255,sentence_255.txt,gland dysfunction,"( 53,70)",Signs and Symptoms
136,sentence_1250,sentence_1250.txt,rheumatoid arthritis,"( 113,133)",Associated Conditions
263,sentence_156,sentence_156.txt,xerotrachea,"( 117,128)",Associated Conditions
1818,sentence_2644,sentence_2644.txt,arthritis,"( 43,52)",Signs and Symptoms
1585,sentence_2443,sentence_2443.txt,girls,"( 95,100)",Risk Factors
1770,sentence_2596,sentence_2596.txt,salivary gland biopsy,"( 36,57)",Diagnostic Tests
1388,sentence_2319,sentence_2319.txt,muscle weakness,"( 58,73)",Signs and Symptoms
1258,sentence_2214,sentence_2214.txt,lower lip biopsy.,"( 63,80)",Diagnostic Tests
1475,sentence_2371,sentence_2371.txt,positive rheumatoid factor,"( 37,63)",Diagnostic Tests
1685,sentence_2508,sentence_2508.txt,Schirmer test,"( 94,107)",Diagnostic Tests
983,sentence_2031,sentence_2031.txt,hiatus hernia,"( 112,125)",Associated Conditions
1236,sentence_2197,sentence_2197.txt,antinuclear antibodies,"( 38,60)",Diagnostic Tests
698,sentence_582,sentence_582.txt,lymphoma,"( 62,70)",Associated Conditions
1493,sentence_2385,sentence_2385.txt,anti-Ro/SSA,"( 47,58)",Diagnostic Tests
556,sentence_329,sentence_329.txt,dryness,"( 52,59)",Signs and Symptoms
1238,sentence_2197,sentence_2197.txt,anti-SSB/La.,"( 97,109)",Diagnostic Tests
101,sentence_116,sentence_116.txt,Schirmer test,"( 2,15)",Diagnostic Tests
1192,sentence_2155,sentence_2155.txt,minor salivary ducts biopsy,"( 24,51)",Diagnostic Tests
645,sentence_483,sentence_483.txt,circulating antinuclear antibodies.,"( 178,213)",Diagnostic Tests
197,sentence_1408,sentence_1408.txt,Raynaud's phenomenon,"( 43,63)",Associated Conditions
898,sentence_917,sentence_917.txt,Montreal Cognitive Assessment (MoCA) test,"( 22,63)",Diagnostic Tests
770,sentence_672,sentence_672.txt,keratitis,"( 21,30)",Signs and Symptoms
410,sentence_1862,sentence_1862.txt,rheumatic arthritis,"( 321,340)",Associated Conditions
1426,sentence_2342,sentence_2342.txt,limb weakness.,"( 127,141)",Signs and Symptoms
1473,sentence_2369,sentence_2369.txt,Xerostomia,"( 0,10)",Signs and Symptoms
768,sentence_671,sentence_671.txt,dry eye,"( 47,54)",Signs and Symptoms
1153,sentence_2126,sentence_2126.txt,peripheral neuropathy,"( 71,92)",Associated Conditions
1578,sentence_2436,sentence_2436.txt,recurrent pain,"( 35,49)",Signs and Symptoms
807,sentence_713,sentence_713.txt,corneal fluorescein staining (CFS),"( 85,119)",Diagnostic Tests
1133,sentence_2118,sentence_2118.txt,anti-Ro/SSA,"( 204,215)",Diagnostic Tests
657,sentence_500,sentence_500.txt,anti-SSA-(Ro) antibodies,"( 107,131)",Diagnostic Tests
1786,sentence_2602,sentence_2602.txt,Schirmer's test,"( 0,15)",Diagnostic Tests
879,sentence_881,sentence_881.txt,sicca,"( 49,54)",Signs and Symptoms
276,sentence_1599,sentence_1599.txt,anti-SS-A antibody,"( 153,171)",Diagnostic Tests
62,sentence_1079,sentence_1079.txt,anti-SSA,"( 63,71)",Diagnostic Tests
1089,sentence_2101,sentence_2101.txt,sialochemistry,"( 161,175)",Diagnostic Tests
1684,sentence_2508,sentence_2508.txt,minor salivary gland biopsy.,"( 132,160)",Diagnostic Tests
514,sentence_268,sentence_268.txt,sicca,"( 90,95)",Signs and Symptoms
79,sentence_11,sentence_11.txt,arthritis,"( 223,232)",Associated Conditions
180,sentence_1362,sentence_1362.txt,anti-La antibody,"( 112,128)",Diagnostic Tests
380,sentence_1790,sentence_1790.txt,salivary sialography.,"( 125,146)",Diagnostic Tests
1305,sentence_2259,sentence_2259.txt,Fatigue,"( 0,7)",Signs and Symptoms
1179,sentence_2140,sentence_2140.txt,RA,"( 64,66)",Associated Conditions
1321,sentence_2277,sentence_2277.txt,lymphoma development.,"( 84,105)",Associated Conditions
350,sentence_172,sentence_172.txt,xerostomia,"( 62,72)",Associated Conditions
259,sentence_1538,sentence_1538.txt,salivary gland biopsy,"( 277,298)",Diagnostic Tests
1059,sentence_2078,sentence_2078.txt,megakaryocytes with reticulin fibrosis,"( 45,83)",Diagnostic Tests
22,sentence_1023,sentence_1023.txt,dry eyes,"( 14,22)",Signs and Symptoms
391,sentence_1831,sentence_1831.txt,interstitial lung disease.,"( 82,108)",Signs and Symptoms
1596,sentence_2446,sentence_2446.txt,parotid enlargement,"( 27,46)",Signs and Symptoms
1663,sentence_2483,sentence_2483.txt,salivary gland swelling,"( 52,75)",Signs and Symptoms
751,sentence_665,sentence_665.txt,dry eye,"( 42,49)",Signs and Symptoms
641,sentence_483,sentence_483.txt,sicca,"( 100,106)",Signs and Symptoms
1417,sentence_2330,sentence_2330.txt,dry mouth,"( 96,105)",Signs and Symptoms
973,sentence_2028,sentence_2028.txt,bronchiectasis,"( 14,28)",Associated Conditions
1601,sentence_2446,sentence_2446.txt,cytomegalovirus,"( 284,299)",Signs and Symptoms
1559,sentence_2418,sentence_2418.txt,splenic artery aneurysm.,"( 92,116)",Associated Conditions
446,sentence_1947,sentence_1947.txt,sicca symptoms,"( 42,56)",Signs and Symptoms
625,sentence_417,sentence_417.txt,xerostomia,"( 43,53)",Signs and Symptoms
1199,sentence_2158,sentence_2158.txt,SLE,"( 36,39)",Associated Conditions
1188,sentence_2154,sentence_2154.txt,bilateral trigeminal neuropathy,"( 44,75)",Associated Conditions
1574,sentence_2432,sentence_2432.txt,MSGB,"( 77,81)",Diagnostic Tests
463,sentence_1974,sentence_1974.txt,labial biopsy.,"( 123,137)",Diagnostic Tests
1671,sentence_2490,sentence_2490.txt,polyangeitis,"( 125,137)",Associated Conditions
772,sentence_673,sentence_673.txt,rheumatoid arthritis,"( 12,32)",Associated Conditions
1063,sentence_2086,sentence_2086.txt,ARFI,"( 54,58)",Diagnostic Tests
821,sentence_76,sentence_76.txt,keratoconjunctivitis,"( 158,178)",Signs and Symptoms
168,sentence_1351,sentence_1351.txt,sicca,"( 57,62)",Signs and Symptoms
513,sentence_267,sentence_267.txt,lymphomas,"( 125,134)",Associated Conditions
1352,sentence_2300,sentence_2300.txt,lymphoma,"( 275,283)",Associated Conditions
1178,sentence_2140,sentence_2140.txt,SLE,"( 59,62)",Associated Conditions
398,sentence_184,sentence_184.txt,dry eye,"( 116,123)",Signs and Symptoms
1294,sentence_2252,sentence_2252.txt,oral and ocular dryness,"( 109,132)",Signs and Symptoms
1331,sentence_2283,sentence_2283.txt,lymphoma,"( 38,46)",Associated Conditions
808,sentence_713,sentence_713.txt,tear film break up time,"( 124,147)",Diagnostic Tests
98,sentence_115,sentence_115.txt,osteomuscular pain.,"( 120,139)",Signs and Symptoms
39,sentence_104,sentence_104.txt,ranula,"( 61,67)",Associated Conditions
1500,sentence_2389,sentence_2389.txt,sicca symptoms,"( 116,130)",Diagnostic Tests
1307,sentence_2259,sentence_2259.txt,oral sicca symptoms,"( 28,47)",Signs and Symptoms
1319,sentence_2274,sentence_2274.txt,labial salivary gland biopsy,"( 143,171)",Diagnostic Tests
774,sentence_676,sentence_676.txt,dry eye syndrome,"( 39,55)",Signs and Symptoms
283,sentence_1617,sentence_1617.txt,sicca,"( 87,92)",Signs and Symptoms
140,sentence_1253,sentence_1253.txt,anti-Ro,"( 196,203)",Diagnostic Tests
12,sentence_1007,sentence_1007.txt,systemic lupus erythematosus.,"( 118,147)",Associated Conditions
1264,sentence_2218,sentence_2218.txt,dry eyes,"( 107,115)",Signs and Symptoms
264,sentence_156,sentence_156.txt,interstitial lung disease.,"( 133,159)",Associated Conditions
351,sentence_172,sentence_172.txt,anti-SSA,"( 77,85)",Diagnostic Tests
315,sentence_1668,sentence_1668.txt,gonarthritis,"( 67,79)",Associated Conditions
998,sentence_2039,sentence_2039.txt,IHC scores,"( 18,28)",Risk Factors
422,sentence_1904,sentence_1904.txt,sialadenitis,"( 157,169)",Signs and Symptoms
1242,sentence_2199,sentence_2199.txt,recurrent parotitis,"( 40,59)",Signs and Symptoms
273,sentence_1598,sentence_1598.txt,woman,"( 36,41)",Risk Factors
405,sentence_1849,sentence_1849.txt,xerostomia,"( 104,114)",Signs and Symptoms
819,sentence_746,sentence_746.txt,dry mouth.,"( 111,121)",Signs and Symptoms
693,sentence_566,sentence_566.txt,systemic scleroderma,"( 62,82)",Associated Conditions
926,sentence_2004,sentence_2004.txt,Saxon test,"( 35,45)",Diagnostic Tests
1320,sentence_2275,sentence_2275.txt,ACR criteria,"( 47,59)",Diagnostic Tests
1306,sentence_2259,sentence_2259.txt,Fatigue,"( 0,7)",Signs and Symptoms
1140,sentence_2123,sentence_2123.txt,lymphoma,"( 186,194)",Associated Conditions
1281,sentence_2241,sentence_2241.txt,xerophthalmia,"( 12,25)",Signs and Symptoms
262,sentence_1553,sentence_1553.txt,anti-SS-A/SS-B antibodies,"( 89,114)",Diagnostic Tests
1205,sentence_2168,sentence_2168.txt,mean age was 53.9 years.,"( 34,58)",Risk Factors
179,sentence_1362,sentence_1362.txt,anti-Ro antibody,"( 76,92)",Diagnostic Tests
166,sentence_1344,sentence_1344.txt,sicca symptoms,"( 20,34)",Signs and Symptoms
210,sentence_1422,sentence_1422.txt,dryness,"( 26,33)",Signs and Symptoms
219,sentence_1434,sentence_1434.txt,salivary gland biopsy,"( 353,374)",Diagnostic Tests
6,sentence_1001,sentence_1001.txt,systemic lupus erythematosus,"( 193,221)",Associated Conditions
1788,sentence_2603,sentence_2603.txt,distal renal tubular acidosis.,"( 83,113)",Diagnostic Tests
676,sentence_529,sentence_529.txt,ILD,"( 92,95)",Associated Conditions
946,sentence_2009,sentence_2009.txt,xerostomia,"( 93,103)",Signs and Symptoms
34,sentence_1035,sentence_1035.txt,synovitis/tenosynovitis,"( 12,35)",Associated Conditions
756,sentence_667,sentence_667.txt,dry mouth.,"( 359,369)",Signs and Symptoms
1653,sentence_2482,sentence_2482.txt,mouth dryness,"( 112,125)",Signs and Symptoms
958,sentence_2017,sentence_2017.txt,mouth,"( 150,155)",Signs and Symptoms
53,sentence_107,sentence_107.txt,lupus erythematosus,"( 73,92)",Associated Conditions
1233,sentence_2197,sentence_2197.txt,antinuclear antibodies,"( 38,60)",Diagnostic Tests
1763,sentence_2580,sentence_2580.txt,NMT,"( 92,95)",Signs and Symptoms
718,sentence_613,sentence_613.txt,Schirmer test,"( 54,67)",Diagnostic Tests
1328,sentence_2280,sentence_2280.txt,lymphoma,"( 133,141)",Associated Conditions
227,sentence_1448,sentence_1448.txt,fatigue,"( 68,75)",Signs and Symptoms
510,sentence_264,sentence_264.txt,autoantigens Ro/SSA,"( 173,192)",Diagnostic Tests
368,sentence_1758,sentence_1758.txt,Dry eye,"( 0,7)",Signs and Symptoms
131,sentence_1239,sentence_1239.txt,dry airways,"( 53,64)",Signs and Symptoms
1068,sentence_2090,sentence_2090.txt,Acoustic radiation force impulses sonoelastography,"( 12,63)",Diagnostic Tests
1189,sentence_2154,sentence_2154.txt,anti-SS-A,"( 100,109)",Diagnostic Tests
90,sentence_1132,sentence_1132.txt,sicca,"( 44,49)",Signs and Symptoms
1736,sentence_2551,sentence_2551.txt,sialography,"( 74,85)",Diagnostic Tests
1507,sentence_2394,sentence_2394.txt,transient arthralgia,"( 51,71)",Signs and Symptoms
1710,sentence_2539,sentence_2539.txt,negative,"( 74,82)",Diagnostic Tests
1416,sentence_2328,sentence_2328.txt,myopathic symptoms,"( 89,107)",Signs and Symptoms
846,sentence_8,sentence_8.txt,DED.,"( 60,64)",Signs and Symptoms
492,sentence_244,sentence_244.txt,anti-La antibodies,"( 139,157)",Diagnostic Tests
271,sentence_1596,sentence_1596.txt,xerophthalmia,"( 209,222)",Signs and Symptoms
1814,sentence_2643,sentence_2643.txt,musculoskeletal pain.,"( 312,333)",Signs and Symptoms
1616,sentence_2449,sentence_2449.txt,salivary gland biopsy,"( 207,228)",Signs and Symptoms
564,sentence_35,sentence_35.txt,fatigue,"( 41,48)",Signs and Symptoms
92,sentence_114,sentence_114.txt,Osteomalacia,"( 0,12)",Associated Conditions
745,sentence_659,sentence_659.txt,keratoconjunctivitis sicca,"( 101,127)",Signs and Symptoms
